scenario_idx,scenario,replicate_id,subcategory,difficulty,slot_id,agent_a_id,agent_b_id,agent_a_name,agent_b_name,pair_L1,pair_L1_bin
34,"{'scenario_context': '[Agent 1] and [Agent 2] are working together on a project that requires them to jointly develop a comprehensive intellectual framework. Their shared goal is to think critically and collaboratively about complex data, extracting meaningful ideas and hypotheses. [Agent 1], as the Facilitator, has prepared a structured presentation of synthesized information to ensure clarity and coherence. [Agent 2], as the Critic, will rigorously analyze this information to validate its logical consistency and depth. The setting is a quiet meeting room with a whiteboard and project materials, conducive to focused discussion and cooperative problem-solving.'}",3,Cooperation,Easy,Easy_Cooperation_S034_R03,672,1667,Skyler White,Elliot Alderson,2.5,Different
28,"{'scenario_context': ""[Agent 1] and [Agent 2] are colleagues participating in a casual workplace debate club. The topic for today's discussion is 'The Importance of Standing Up for One's Beliefs.' [Agent 1], as an Advocate, is passionate about encouraging others to stay true to their convictions. [Agent 2], as a Skeptic, enjoys questioning ideas to deepen understanding. Both agents share the goal of exploring the topic meaningfully, but [Agent 1] aims to persuade [Agent 2] to acknowledge the validity of their beliefs without compromising, while [Agent 2] seeks to challenge [Agent 1]'s views in a respectful manner that prompts reflection.""}",7,Conflict Resolution,Easy,Easy_ConflictResolution_S028_R07,12,395614,Michael Scott,Han Mi-nyeo / No. 212,0.75,Similar
3,"{'scenario_context': ""In a community meeting to decide on new guidelines for shared public spaces, [Agent 1], the Autonomy Advocate, fiercely defends the right of individuals to make personal choices without interference, emphasizing the importance of personal freedom. Meanwhile, [Agent 2], the Mediator, strives to balance the diverse opinions of the group, aiming to find a middle ground where everyone's freedom of choice is respected without causing division. The tension arises as [Agent 1] resists any compromise perceived as limiting individual autonomy, while [Agent 2] pushes for consensus, creating a challenging dynamic where both shared and individual goals seem difficult to reconcile.""}",5,Conflict Resolution,Hard,Hard_ConflictResolution_S003_R05,535,9240,Walter White,"Christine ""Lady Bird"" McPherson",1.25,Medium
8,"{'scenario_context': 'In a healthcare support group meeting, [Agent 1] as the Protector and [Agent 2] as the Nurturer collaborate to address strategies for managing chronic pain among group members. [Agent 1] emphasizes the importance of structured pain management techniques, such as scheduling medications and physical therapy exercises, to minimize triggers effectively. Meanwhile, [Agent 2] focuses on fostering a supportive environment where members feel emotionally reassured and socially connected to cope with their pain. The shared goal is to enhance well-being and reduce discomfort, blending practical safety measures with emotional comfort.'}",1,Cooperation,Easy,Easy_Cooperation_S008_R01,8797,2862,Gretchen Wieners,Hannibal Lecter,2.75,Different
34,"{'scenario_context': '[Agent 1] and [Agent 2] are working together on a project that requires them to jointly develop a comprehensive intellectual framework. Their shared goal is to think critically and collaboratively about complex data, extracting meaningful ideas and hypotheses. [Agent 1], as the Facilitator, has prepared a structured presentation of synthesized information to ensure clarity and coherence. [Agent 2], as the Critic, will rigorously analyze this information to validate its logical consistency and depth. The setting is a quiet meeting room with a whiteboard and project materials, conducive to focused discussion and cooperative problem-solving.'}",2,Cooperation,Easy,Easy_Cooperation_S034_R02,5635,18737,Clementine Kruczynski,Fallon Carrington,1.0,Similar
47,"{'scenario_context': 'A local environmental advocacy group is hosting a town hall meeting to rally support for a new initiative to reduce plastic waste in the community. [Agent 1], a Motivational Speaker known for their impassioned speeches, has been invited to inspire the audience with personal stories of how small actions can lead to significant environmental change. Their goal is to ignite a sense of urgency and commitment in the attendees, hoping to convert passive listeners into active participants. [Agent 2], an Event Organizer with a reputation for meticulous planning, is responsible for ensuring the meeting runs smoothly and that the group’s objectives are clearly communicated. Their goal is to coordinate volunteers, manage logistics, and present a structured plan for upcoming clean-up drives and policy advocacy efforts. Tensions arise as [Agent 1]’s spontaneous and emotionally charged approach clashes with [Agent 2]’s need for order and precision, creating a challenging dynamic where both must navigate their differing styles to achieve the shared goal of mobilizing the community.'}",2,Cooperation,Hard,Hard_Cooperation_S047_R02,77104,1713,Love Quinn,Joe Rogan,1.25,Medium
32,"{'scenario_context': 'In a small, rustic workshop nestled in the mountains, [Agent 1], an eager apprentice, arrives seeking to learn woodworking skills to become more self-reliant. The workshop is run by [Agent 2], a seasoned mentor who believes in teaching others to achieve mutual self-sufficiency. However, [Agent 2] is skeptical of newcomers, fearing they might lack the dedication required for true mastery. Meanwhile, [Agent 1] is impatient, hoping to quickly acquire skills without fully committing to the mentorship process. Both agents share a goal of independence, but their conflicting approaches and personal goals create tension in the learning environment.'}",4,Cooperation,Hard,Hard_Cooperation_S032_R04,40440,2862,Jules Vaughn,Hannibal Lecter,2.25,Different
24,"{'scenario_context': ""[Agent 1] and [Agent 2] are close friends who regularly meet to discuss life challenges and support each other. Today, they are sitting in a quiet cafe, having agreed to talk about [Agent 1]'s recent struggle with accepting personal limitations due to a chronic health condition. [Agent 1] seeks emotional support to come to terms with these limitations without feeling resentful, while [Agent 2] aims to offer practical advice on how [Agent 1] can adapt daily routines and activities to better accommodate these limitations. Their shared goal is to help [Agent 1] accept life’s limitations in a healthy and constructive way.""}",3,Conflict Resolution,Easy,Easy_ConflictResolution_S024_R03,12,14751,Michael Scott,Jair Bolsonaro,1.0,Similar
45,"{'scenario_context': ""[Agent 1], an eager apprentice, and [Agent 2], a seasoned mentor, are working together in a small, cluttered garage on a complex mechanical repair project. The shared goal is to complete the repair successfully, demonstrating their mechanical ability. However, [Agent 1] is keen on taking a hands-on approach to learn through trial and error, while [Agent 2] insists on strict adherence to technical procedures to ensure efficiency and accuracy. The tension arises from [Agent 1]'s desire for experiential learning and [Agent 2]'s focus on precision and time constraints, making collaboration challenging.""}",5,Cooperation,Hard,Hard_Cooperation_S045_R05,2304,14746,Joe Biden,James Cook,2.0,Medium
0,"{'scenario_context': ""[Agent 1] and [Agent 2] are colleagues working together on a creative project aimed at developing innovative solutions for their company's upcoming product launch. They are in a brainstorming session in a quiet meeting room, equipped with a whiteboard and sticky notes. Their shared goal is to come up with original, novel ideas that can set their product apart in the market. [Agent 1], as the Idea Generator, focuses on proposing bold and unconventional ideas to inspire creativity and break away from traditional approaches. [Agent 2], as the Idea Refiner, listens attentively and evaluates the feasibility of these ideas, aiming to refine and adapt them into practical, actionable plans that align with the company's resources and objectives. Both agents are highly motivated and respectful of each other's roles, creating a cooperative and productive atmosphere.""}",2,Cooperation,Easy,Easy_Cooperation_S000_R02,13,1667,Dwight K. Schrute,Elliot Alderson,2.25,Different
32,"{'scenario_context': ""[Agent 1], an apprentice eager to learn new skills for greater self-reliance, seeks guidance from [Agent 2], a mentor dedicated to teaching others to foster mutual self-sufficiency. They meet in a workshop setting, surrounded by tools and materials, where [Agent 2] is preparing to share expertise on a practical skill that aligns with [Agent 1]'s goal of becoming more independent. Both are motivated by cooperation and a shared desire to achieve self-sufficiency, creating a straightforward and supportive environment for their interaction.""}",4,Cooperation,Easy,Easy_Cooperation_S032_R04,11,18737,Monica Geller,Fallon Carrington,1.0,Similar
32,"{'scenario_context': 'In a small, rustic workshop nestled in the mountains, [Agent 1], an eager apprentice, arrives seeking to learn woodworking skills to become more self-reliant. The workshop is run by [Agent 2], a seasoned mentor who believes in teaching others to achieve mutual self-sufficiency. However, [Agent 2] is skeptical of newcomers, fearing they might lack the dedication required for true mastery. Meanwhile, [Agent 1] is impatient, hoping to quickly acquire skills without fully committing to the mentorship process. Both agents share a goal of independence, but their conflicting approaches and personal goals create tension in the learning environment.'}",5,Cooperation,Hard,Hard_Cooperation_S032_R05,535,12063,Walter White,Neil Perry,1.75,Medium
8,"{'scenario_context': '[Agent 1] and [Agent 2] are roommates living together in a small apartment. [Agent 1], who values practicality and planning, has noticed that [Agent 2] often leaves sharp objects like knives and scissors lying around after use, which poses a potential safety hazard. Concerned about avoiding pain triggers and ensuring a structured environment, [Agent 1] proposes implementing strict rules for storing such items safely. Meanwhile, [Agent 2], who prioritizes emotional comfort and relational harmony, feels that [Agent 1]’s approach is overly rigid and stifles the relaxed atmosphere they cherish. [Agent 2] seeks reassurance and understanding from [Agent 1], wanting to balance safety with emotional well-being. The tension arises as both strive to protect their well-being but differ fundamentally in their methods—one through practical measures, the other through emotional support.'}",6,Cooperation,Hard,Hard_Cooperation_S008_R06,1713,5635,Joe Rogan,Clementine Kruczynski,2.25,Different
8,"{'scenario_context': '[Agent 1] and [Agent 2] are roommates living together in a small apartment. [Agent 1], who values practicality and planning, has noticed that [Agent 2] often leaves sharp objects like knives and scissors lying around after use, which poses a potential safety hazard. Concerned about avoiding pain triggers and ensuring a structured environment, [Agent 1] proposes implementing strict rules for storing such items safely. Meanwhile, [Agent 2], who prioritizes emotional comfort and relational harmony, feels that [Agent 1]’s approach is overly rigid and stifles the relaxed atmosphere they cherish. [Agent 2] seeks reassurance and understanding from [Agent 1], wanting to balance safety with emotional well-being. The tension arises as both strive to protect their well-being but differ fundamentally in their methods—one through practical measures, the other through emotional support.'}",2,Cooperation,Hard,Hard_Cooperation_S008_R02,14751,9240,Jair Bolsonaro,"Christine ""Lady Bird"" McPherson",1.0,Similar
24,"{'scenario_context': ""[Agent 1] and [Agent 2] are close friends who have been navigating a difficult period in their lives. Recently, [Agent 1] received a diagnosis that significantly limits their physical capabilities, forcing them to reconsider long-held personal and professional aspirations. [Agent 2], who has always been pragmatic and solution-oriented, is trying to help [Agent 1] adapt to this new reality. They meet at [Agent 1]'s home, where [Agent 1] is struggling to come to terms with the emotional weight of their limitations, while [Agent 2] is focused on brainstorming practical adjustments to daily life. The shared goal is to accept life’s limitations, but [Agent 1] seeks emotional validation and acceptance, whereas [Agent 2] is intent on finding actionable steps to mitigate the impact of these limitations. The tension arises from [Agent 1]'s need for emotional support conflicting with [Agent 2]'s drive to solve problems, making the reconciliation of their goals particularly challenging.""}",5,Conflict Resolution,Hard,Hard_ConflictResolution_S024_R05,6818,77104,Tyler Durden,Love Quinn,2.0,Medium
3,"{'scenario_context': ""In a community meeting to decide on new guidelines for shared public spaces, [Agent 1], the Autonomy Advocate, fiercely defends the right of individuals to make personal choices without interference, emphasizing the importance of personal freedom. Meanwhile, [Agent 2], the Mediator, strives to balance the diverse opinions of the group, aiming to find a middle ground where everyone's freedom of choice is respected without causing division. The tension arises as [Agent 1] resists any compromise perceived as limiting individual autonomy, while [Agent 2] pushes for consensus, creating a challenging dynamic where both shared and individual goals seem difficult to reconcile.""}",4,Conflict Resolution,Hard,Hard_ConflictResolution_S003_R04,12063,2862,Neil Perry,Hannibal Lecter,2.25,Different
47,"{'scenario_context': 'At a community center, [Agent 1], a Motivational Speaker, and [Agent 2], an Event Organizer, are collaborating on a campaign to promote environmental sustainability. The shared goal is to inspire and mobilize the community to participate in eco-friendly practices. [Agent 1] aims to energize the audience with compelling stories about the impact of individual actions on the environment, while [Agent 2] focuses on planning practical activities like tree-planting events and recycling drives to translate this inspiration into actionable steps. The setting is a casual workshop space, with posters and materials related to the cause displayed around the room, creating a conducive atmosphere for collaboration and shared purpose.'}",5,Cooperation,Easy,Easy_Cooperation_S047_R05,8797,2304,Gretchen Wieners,Joe Biden,1.0,Similar
28,"{'scenario_context': ""In a community meeting discussing the introduction of a controversial new policy, [Agent 1], an Advocate, passionately argues for the policy's alignment with their deeply held values and its potential benefits for the community. [Agent 2], a Skeptic, questions the policy's ethical implications and practical feasibility, aiming to provoke thoughtful reconsideration. Both agents share the goal of standing up for their beliefs, but their approaches clash—[Agent 1] seeks unwavering acknowledgment of their perspective, while [Agent 2] strives to foster critical reflection without disrespect. The tension is high as neither wants to compromise their stance, yet mutual respect is a fragile thread holding the discussion together.""}",3,Conflict Resolution,Hard,Hard_ConflictResolution_S028_R03,14746,18737,James Cook,Fallon Carrington,1.25,Medium
47,"{'scenario_context': 'A local environmental advocacy group is hosting a town hall meeting to rally support for a new initiative to reduce plastic waste in the community. [Agent 1], a Motivational Speaker known for their impassioned speeches, has been invited to inspire the audience with personal stories of how small actions can lead to significant environmental change. Their goal is to ignite a sense of urgency and commitment in the attendees, hoping to convert passive listeners into active participants. [Agent 2], an Event Organizer with a reputation for meticulous planning, is responsible for ensuring the meeting runs smoothly and that the group’s objectives are clearly communicated. Their goal is to coordinate volunteers, manage logistics, and present a structured plan for upcoming clean-up drives and policy advocacy efforts. Tensions arise as [Agent 1]’s spontaneous and emotionally charged approach clashes with [Agent 2]’s need for order and precision, creating a challenging dynamic where both must navigate their differing styles to achieve the shared goal of mobilizing the community.'}",7,Cooperation,Hard,Hard_Cooperation_S047_R07,1667,1713,Elliot Alderson,Joe Rogan,2.5,Different
4,"{'scenario_context': '[Agent 1] and [Agent 2] are volunteers at a local community center organizing a weekly food distribution program for families in need. Their shared goal is to ensure the event runs smoothly and that all attendees receive the necessary support. [Agent 1], as the Support Facilitator, focuses on efficiently distributing food and addressing immediate concerns, while [Agent 2], the Relationship Builder, aims to create a welcoming atmosphere and build trust with the attendees for future engagements. The setting is a busy but orderly hall where volunteers and recipients interact.'}",7,Cooperation,Easy,Easy_Cooperation_S004_R07,6818,9240,Tyler Durden,"Christine ""Lady Bird"" McPherson",0.75,Similar
47,"{'scenario_context': 'At a community center, [Agent 1], a Motivational Speaker, and [Agent 2], an Event Organizer, are collaborating on a campaign to promote environmental sustainability. The shared goal is to inspire and mobilize the community to participate in eco-friendly practices. [Agent 1] aims to energize the audience with compelling stories about the impact of individual actions on the environment, while [Agent 2] focuses on planning practical activities like tree-planting events and recycling drives to translate this inspiration into actionable steps. The setting is a casual workshop space, with posters and materials related to the cause displayed around the room, creating a conducive atmosphere for collaboration and shared purpose.'}",2,Cooperation,Easy,Easy_Cooperation_S047_R02,535,395614,Walter White,Han Mi-nyeo / No. 212,2.0,Medium
19,"{'scenario_context': ""[Agent 1], a dedicated but inexperienced trainee, and [Agent 2], an intense and demanding motivator, are paired together for a rigorous agility training session in a high-performance gym. Both share the goal of enhancing physical ability and agility, but their approaches clash: [Agent 1] seeks gradual improvement through structured exercises and constructive feedback, while [Agent 2] believes in pushing limits through relentless challenges and minimal encouragement. Tension mounts as [Agent 1] struggles to keep up with [Agent 2]'s intense regimen, while [Agent 2] grows frustrated with what they perceive as [Agent 1]'s lack of commitment. The shared goal hangs in the balance as their personal motivations and methods collide.""}",2,Cooperation,Hard,Hard_Cooperation_S019_R02,77104,1667,Love Quinn,Elliot Alderson,2.25,Different
4,"{'scenario_context': '[Agent 1] and [Agent 2] are volunteers at a local community center organizing a weekly food distribution program for families in need. Their shared goal is to ensure the event runs smoothly and that all attendees receive the necessary support. [Agent 1], as the Support Facilitator, focuses on efficiently distributing food and addressing immediate concerns, while [Agent 2], the Relationship Builder, aims to create a welcoming atmosphere and build trust with the attendees for future engagements. The setting is a busy but orderly hall where volunteers and recipients interact.'}",1,Cooperation,Easy,Easy_Cooperation_S004_R01,672,11,Skyler White,Monica Geller,0.25,Similar
4,"{'scenario_context': ""[Agent 1] and [Agent 2] are working together in a community outreach program aimed at providing immediate relief to homeless individuals during a severe winter storm. [Agent 1], as the Support Facilitator, is focused on distributing essential supplies like blankets, food, and warm clothing as efficiently as possible to address the urgent needs of the homeless population. [Agent 2], the Relationship Builder, is prioritizing building rapport with the recipients to ensure they feel valued and supported beyond the immediate crisis, with the hope of encouraging them to engage with long-term services like shelters and job training programs. The tension arises as [Agent 1] feels that [Agent 2]'s approach is slowing down the distribution process, potentially leaving some individuals without critical aid, while [Agent 2] believes [Agent 1]'s urgency is undermining the trust-building necessary for sustained support. The shared goal of helping others is complicated by the conflicting priorities of immediate effectiveness versus long-term relationship fostering, creating a high-stakes environment where both agents must navigate their differences to succeed.""}",2,Cooperation,Hard,Hard_Cooperation_S004_R02,13,14746,Dwight K. Schrute,James Cook,1.75,Medium
8,"{'scenario_context': '[Agent 1] and [Agent 2] are roommates living together in a small apartment. [Agent 1], who values practicality and planning, has noticed that [Agent 2] often leaves sharp objects like knives and scissors lying around after use, which poses a potential safety hazard. Concerned about avoiding pain triggers and ensuring a structured environment, [Agent 1] proposes implementing strict rules for storing such items safely. Meanwhile, [Agent 2], who prioritizes emotional comfort and relational harmony, feels that [Agent 1]’s approach is overly rigid and stifles the relaxed atmosphere they cherish. [Agent 2] seeks reassurance and understanding from [Agent 1], wanting to balance safety with emotional well-being. The tension arises as both strive to protect their well-being but differ fundamentally in their methods—one through practical measures, the other through emotional support.'}",5,Cooperation,Hard,Hard_Cooperation_S008_R05,8797,2862,Gretchen Wieners,Hannibal Lecter,2.75,Different
