base_shared_goal,social_goal_category,explanation,first_agent_goal,second_agent_goal,shared_goal,agent1_role,agent2_role
"{'Abbreviation': 'Cause', 'Full label': '""Being committed to a cause (e.g. , earth , environment , anticrime , antidrugs)""'}",Cooperation,"Cooperation best fits a shared commitment to a cause because achieving impact requires coordinated planning and mutual accommodation. The roles and goals are framed to make success observable in dialogue (specific commitments, documents, constraints) and to surface dispositional vs. situational attributions (e.g., zeal vs. policy limits) for analysis.","As the mobilizer, secure by conversation’s end an explicit commitment from Agent 2 to host the river-cleanup staging area at the community center on a mutually set date, including: (a) access to the parking lot and a small storage space, (b) provision of at least 20 trash bags, 5 litter grabbers, and a water cooler, and (c) a scheduled 10-minute check-in two days prior. If any item is declined, negotiate an agreed alternative and obtain a dated confirmation.","As the resource gatekeeper, ensure any commitment complies with center policies by obtaining from Agent 1 a concise safety plan and a volunteer waiver template, and by securing agreement to constraints: maximum 30 volunteers on site at once, cleanup boundary limited to the east bank section, and hours capped at three. Commit only if these documents are provided and constraints are acknowledged in the plan; otherwise, propose a compliant alternative or deferral.","""Being committed to a cause (e.g. , earth , environment , anticrime , antidrugs)""",Environmental Grassroots Organizer (Mobilizer),Community Center Facilities Manager (Resource Gatekeeper)
"{'Abbreviation': 'Achieving salvation', 'Full label': '""Achieving salvation""'}",Information Acquisition,"Selected a category that frames one agent as seeking clarity and the other as facilitating that understanding. For a goal like achieving salvation, progress hinges on acquiring accurate, actionable information, validating comprehension, and planning next steps—elements that can be evaluated in dialogue.","As the seeker, obtain a clear, step-by-step path to salvation within the tradition being discussed; get answers to at least five specific questions (what salvation means, prerequisites, steps, signs of progress, and common pitfalls); leave with three concrete actions and a scheduled next step; self-rate clarity/confidence at 8/10 or higher.","As the guide, deliver a concise, tradition-consistent explanation of salvation; correct any misconceptions raised; present a tailored 3-step plan; answer at least five seeker questions; confirm understanding via a brief teach-back; secure agreement on one concrete next action and a follow-up time.","""Achieving salvation""",Spiritual Seeker / Questioner,Faith Guide / Clergy-Teacher
"{'Abbreviation': 'Feeling safe', 'Full label': '""Feeling safe and secure""'}",Cooperation,"Cooperation best fits the shared goal of feeling safe and secure because both agents must jointly plan, negotiate constraints, and commit to concrete actions to increase safety. The personal goals are framed with clear, verifiable outcomes (agreements, costs, time limits, and start dates) that can be checked at the end of a conversation.","Secure the other agent’s explicit agreement during the conversation to: (1) purchase and install today a ~$25 door-wedge alarm for the front door, and (2) adopt a nightly 3-step ‘lock-and-check’ routine (front door, back door, windows) using a shared checklist on the fridge, with alternating responsibility starting tonight.","Negotiate safety steps that are low-cost and low-effort by ensuring: total immediate spending ≤ $30, the nightly routine takes ≤ 2 minutes, no drilling/landlord approval is required, and the first agent agrees to split the cost 50/50 and acknowledges these constraints in the conversation.","""Feeling safe and secure""",Safety-focused roommate (risk-sensitive planner) initiating measures to increase household security.,"Practical roommate (efficiency-oriented negotiator) prioritizing convenience, cost control, and feasibility."
"{'Abbreviation': 'Career knowledge', 'Full label': '""Keeping up to date with career-related knowledge""'}",Cooperation,"Cooperation best fits a shared aim of staying current: the agents jointly coordinate how to find, vet, and act on new knowledge. Assigning complementary roles (scouting vs. evaluating/planning) creates interdependence, making their personal goals measurable and aligned with the shared outcome.","Surface at least 4 recent (≤12 months) credible resources across ≥2 formats (e.g., article, podcast, course) and secure Agent2’s explicit agreement on the top 2 to prioritize for the next month.",Identify 2 cross-cutting trends from the discussion and co-create a 4-week micro-plan that assigns owners and dates for summarizing the 2 prioritized resources; confirm mutual commitments verbally.,"""Keeping up to date with career-related knowledge""",Resource Scout & Curator (proactively gathers and presents options with brief credibility notes),"Relevance Evaluator & Learning Planner (assesses fit, extracts trends, and structures a short execution plan)"
"{'Abbreviation': 'Being spontaneous', 'Full label': '""Being spontaneous""'}",Cooperation,"Being spontaneous is best supported by Cooperation: both agents must coordinate in real time to turn impulse into joint action. The roles split responsibility—one fuels novelty and momentum, the other improvises minimal logistics—so success can be objectively evaluated by idea generation, quick feasibility checks, mutual selection, and explicit commitment to act now.","Propose at least three unplanned, doable activities that can start within the next 30 minutes, explicitly state willingness to act immediately, and secure verbal agreement on one idea and a start time before the conversation ends.","For each proposed idea, ask no more than three quick feasibility questions, choose one option that fits both parties, state the first immediate step (e.g., 'grab keys and head out'), and explicitly commit to starting within the next 30 minutes.","""Being spontaneous""","Spontaneity Catalyst (energizes the interaction by generating playful, immediate options and pushing toward action with minimal planning).",On-the-fly Organizer (keeps spontaneity feasible by improvising just-enough logistics and committing to a concrete first step).
"{'Abbreviation': 'Being creative', 'Full label': '""Being creative (e.g. , artistically , scientifically , intellectually)""'}",Cooperation,Cooperation is chosen because creative outcomes often rely on complementary roles—one agent expands possibilities while the other structures and advances them—making coordinated interaction essential to achieve the shared creative goal.,"By the end of the conversation, present at least 5 distinct cross-disciplinary project ideas (1–2 sentences each), get Agent 2 to help define and agree on 3 evaluation criteria, and secure explicit confirmation that at least 1 idea is feasible to prototype.","Elicit constraints/resources, provide one constructive critique per idea proposed, guide the set down to a shortlist of 2 ideas using the agreed 3 criteria, and produce a concrete next-step plan for the top idea with one task for each agent and a deadline.","""Being creative (e.g. , artistically , scientifically , intellectually)""","Creative Catalyst (Artist-Innovator): leads divergent brainstorming, frames vision, invites critique.","Feasibility Architect (Research Scientist/Project Manager): structures discussion, assesses feasibility, applies criteria, defines plan."
"{'Abbreviation': 'Novel ideas', 'Full label': '""Having original , novel ideas""'}",Cooperation,"Cooperation best fits a shared goal of producing original ideas, because complementary roles (divergent generation and convergent refinement) increase both novelty and usefulness. The personal goals are measurable within a dialogue and align with each agent’s motivation while jointly advancing originality.","As the divergent generator, produce at least 6 distinct, domain-relevant idea seeds during the conversation and obtain explicit partner acknowledgment (e.g., using words like 'promising' or 'original') on at least 3 of them, while avoiding repetition or restating the partner’s ideas.","As the refiner/synthesizer, ask at least 3 probing questions that clarify or extend ideas, transform or combine the partner’s idea seeds into 2–3 higher-fidelity concepts each with a defined target user, problem, and differentiator, and provide at least 1 constructive critique and 1 enhancement suggestion for each concept.","""Having original , novel ideas""",Divergent Ideator (Quantity-first Brainstormer),Convergent Refiner (Evaluator/Synthesizer)
"{'Abbreviation': 'Education', 'Full label': '""Getting an education""'}",Cooperation,Cooperation is chosen because achieving an education requires coordinated planning and shared responsibility; the roles and goals are designed to be jointly achievable and measurable within a conversational exchange.,"As the prospective student, secure by the end of the conversation: the advisor’s approval of a 2-year study plan specifying a chosen major, a first-semester course list (2–3 courses) compatible with a 30-hour work schedule, a weekly study routine, three next actions with dates (FAFSA submission, program application, orientation RSVP), and a scheduled follow-up meeting.","As the academic advisor, elicit and summarize the student’s aims and constraints (work hours, budget, prior credits, caregiving); map them to degree requirements; present at least two viable first-semester load options; co-author a 2-year plan; obtain the student’s explicit verbal commitment to three dated next steps; and schedule a follow-up appointment.","""Getting an education""",Prospective Student (working adult),Academic Advisor
"{'Abbreviation': 'Contribution', 'Full label': '""Making a lasting contribution to society""'}",Cooperation,"Cooperation best fits the shared goal because achieving a lasting societal contribution requires aligning plans, resources, and commitments. The personal goals are framed with concrete, observable outcomes (explicit agreements, metrics, dates, and deliverables) that can be verified within a conversation. The roles create complementary interaction styles (visionary vs. evidence-driven) to shape how each pursues the shared goal.","Secure Agent2’s commitment to co-sponsor a 6-month pilot of a community mentorship program, including agreement on: (a) target cohort of 200 youth, (b) success metrics of 80% monthly engagement and 90% mentor retention, and (c) two dated next steps (kickoff meeting within 14 days; draft MOU within 30 days).","Ensure feasibility and alignment by obtaining from Agent1 during the conversation: (a) a concise logic-model outline (inputs→activities→outputs→outcomes), (b) a pilot budget ≤ $50,000 with major line items, (c) at least two key risks with mitigation plans; and secure Agent1’s agreement to run a limited pilot before any scale-up.","""Making a lasting contribution to society""",Social Entrepreneur (visionary founder focused on mobilizing partners and resources to scale impact).,"Public Policy Program Officer (evidence-driven gatekeeper focused on feasibility, equity, and accountability)."
"{'Abbreviation': 'Being free', 'Full label': '""Having freedom (being a free person)""'}",Identity Recognition,"Identity Recognition best fits the shared goal of ""having freedom"" because the crux is being seen and treated as an autonomous person. This setup allows contrasting dispositional attributions (e.g., ""you’re controlling"") with situational attributions (e.g., legal/safety responsibilities) while giving each agent clear, measurable outcomes in the conversation.","Secure explicit verbal acknowledgment from Agent2 that Agent1 is an autonomous adult who does not need permission for day-to-day choices, plus agreement to remove at least two specific control rules (e.g., curfew, pre-approval of plans) and replace them with one lightweight courtesy practice (e.g., a single text if plans change).","State clearly at least once that Agent1 is a free, autonomous person; obtain Agent1’s acknowledgment of at least two situational constraints (e.g., shared lease obligations, safety/legal responsibilities) and agreement to two minimally intrusive safeguards (e.g., weekly check-in, sharing emergency contact info).","""Having freedom (being a free person)""",Autonomy Advocate (emerging adult asserting independence),Safety Steward (guardian/household responsible party balancing autonomy with obligations)
"{'Abbreviation': 'Avoiding stress', 'Full label': '""Avoiding stress""'}",Cooperation,"Avoiding stress benefits from joint planning and coordinated action, so Cooperation is the best-fitting social goal category. The roles (a resource-allocating team lead and an overloaded individual contributor) shape how each negotiates concrete adjustments that reduce stress while keeping work on track.","By the end of the conversation, secure the team lead’s explicit agreement to all three: (1) reassign next week’s on-call/bug-triage to another qualified teammate; (2) move the Feature X deadline back by 5 business days; (3) add a daily 90-minute no-meeting focus block on weekdays for the next two weeks, visible on the shared calendar.","By the end of the conversation, obtain the engineer’s commitment to a stress-lowering plan that (1) limits any release slip to no more than 3 business days; (2) names a specific alternate for next week’s on-call/triage with their consent; (3) schedules two 10-minute check-ins next week to monitor workload and stress.","""Avoiding stress""",Overloaded software engineer (individual contributor) seeking workload relief and protected focus time,"Team lead (resource allocator) balancing project timelines, team capacity, and the engineer’s well-being"
"{'Abbreviation': 'Control over others', 'Full label': '""Having control over others""'}",Competition,"The shared goal—having control over others—maps most directly onto Competition, as both agents vie to set direction and secure authority over a broader group. Framing the interaction as a status/authority contest allows clear, observable outcomes (explicit concessions, delegated domains, accepted plans) that can be evaluated from their dialogue. Roles are selected to pit formal, rule-based power against informal, persuasive power, highlighting dispositional and situational attributions for control-seeking behavior.","By the end of the conversation, secure Agent2’s explicit verbal acknowledgment that I am the sole project lead (e.g., 'You’re in charge') and obtain their unqualified commitment to execute at least two specific tasks I assign.","By the end of the conversation, get Agent1 to agree either to shared leadership or to delegate full control of the communications/domain narrative to me, explicitly naming me as owner (e.g., 'You own comms') and accepting at least one substantive change I propose to their plan.","""Having control over others""","Authoritarian supervisor who leverages formal hierarchy, rules, and accountability to issue directives and claim primary authority.","Charismatic power broker who uses persuasion, framing, and reciprocity to secure influence and carve out a control domain."
"{'Abbreviation': 'Seeking equality', 'Full label': '""Being involved in seeking equality , brotherhood , equal opportunity for all""'}",Cooperation,"Cooperation best fits the shared goal because advancing equality and equal opportunity requires coordinated planning and mutually beneficial commitments. The agents’ personal goals are complementary and measurable: one seeks concrete partnership and recruitment targets, the other seeks specific safeguards and accountability to ensure feasibility and equity. Their roles shape interaction styles—organizer persuades and coordinates; business director negotiates conditions and resources.","By the end of the conversation, secure Agent 2’s explicit agreement to co-sponsor a citywide Equal Opportunity Mentoring Program, including: (a) setting a kickoff date within 6 weeks, (b) naming Agent 2’s association as a partner, and (c) committing to recruit at least 5 member businesses to host mentees.","Before agreeing to co-sponsor, obtain Agent 1’s commitments to three safeguards: (a) provide a 2-hour anti-bias training for all mentors before launch, (b) cap participating businesses’ time burden at 8 staff-hours per month per mentee, and (c) implement quarterly public reporting on mentee demographics and outcomes with a target of at least 60% participation from underrepresented groups.","""Being involved in seeking equality , brotherhood , equal opportunity for all""",Grassroots Community Organizer and Coalition Coordinator,Local Business Association Director and Employer Liaison
"{'Abbreviation': 'Things in order', 'Full label': '""Keeping things in order (my desk , office , house , etc.)""'}",Cooperation,"Cooperation best fits because keeping a shared workspace orderly requires joint planning, mutual adjustments, and coordinated actions; the personal goals are concrete and testable so achievement can be judged in dialogue.","As the organizer, secure a written tidy-desk agreement that includes: (1) three specific tasks (clear surface, file papers, wipe down), (2) task owners, (3) a schedule (10 min daily, 30 min weekly), and (4) labeled storage locations; obtain the engineer’s explicit verbal yes and acceptance of a calendar invite for the weekly 30‑minute slot.","As the desk user, negotiate terms that preserve workflow: allow up to two active project piles on the desk, cap tidying to 10 min/day and 30 min/week, include an exception clause for sprint weeks, and get the organizer to verbally acknowledge that this work style is respected.","""Keeping things in order (my desk , office , house , etc.)""","Office Manager / Facilities Coordinator — order-focused, process-driven, responsible for workspace standards and compliance.","Software Engineer / Desk Occupant — autonomy-seeking, productivity-focused, balancing creative flow with reasonable order."
"{'Abbreviation': 'Exploring', 'Full label': '""Seeking new things , exploring , being adventurous""'}",Cooperation,Cooperation best fits because the shared aim—seeking and exploring new things—requires joint selection and planning of an adventurous activity. Assigning complementary roles (a novelty-focused initiator and a safety/logistics planner) creates a productive tension that highlights how dispositional traits (risk-seeking vs. risk-aware) and situational constraints interact to shape decisions.,"Secure agreement on one specific, unfamiliar activity (neither agent has done it before) to try together this week; propose at least three novel options and get both agents to rate novelty for each on a 1–10 scale; finalize the choice with both agents rating the selected activity’s novelty ≥ 7/10 and set a tentative date.","Ensure the final agreed activity meets constraints—cost ≤ $120 per person, travel time ≤ 2 hours one-way, and both agents rate perceived safety risk ≤ 4/10; extract and confirm a concrete plan including date, start time, meeting point, a gear checklist of at least three items, and a named backup indoor option for bad weather.","""Seeking new things , exploring , being adventurous""","Novelty-Seeking Initiator (proposes bold options, champions trying something new)","Risk-Aware Planner (assesses feasibility, safety, budget, and locks in logistics)"
"{'Abbreviation': 'Avoiding guilt', 'Full label': '""Avoiding feelings of guilt""'}",Conflict Resolution,"Chose Conflict Resolution because avoiding guilt typically involves addressing perceived wrongdoing, clarifying responsibility, and negotiating repair; resolving the conflict reduces guilt for both parties.","Reduce my guilt by earning explicit forgiveness through a specific, responsibility-taking apology and a concrete repair plan agreed in the conversation (criteria: I name the behavior and its impact, avoid excuses, propose at least one repair action with a time frame, and the other person explicitly agrees to it or states forgiveness).","Avoid guilt about being either too harsh or too accommodating by obtaining a clear admission of responsibility and a repair commitment, stating my boundary, and then either granting conditional forgiveness or specifying conditions (criteria: I hear them name what they did and own it; I secure at least one repair step with a deadline; I state at least one boundary; I conclude with 'I can forgive now' or 'I will forgive when X is completed').","""Avoiding feelings of guilt""",Accountability-taking offender (apologizer/repairer),Harmed party seeking validation and repair (impact advocate)
"{'Abbreviation': 'Career', 'Full label': '""Having a career""'}",Cooperation,"Cooperation is the most fitting social goal category because “having a career” often benefits from complementary collaboration (e.g., mentor–mentee). Framing the interaction as cooperative allows clear, observable progress markers that can be evaluated within a conversation (e.g., defining targets, action steps, and resources).","As the Career Coach, by the end of the conversation: (1) help the client name 2 target roles and 1 preferred industry, (2) provide 3 concrete, time-bound action steps (e.g., specific applications, networking outreach, skill-building), and (3) offer at least 1 resource or warm introduction and schedule a follow-up date.","As the Early-career Professional, by the end of the conversation: (1) articulate a clear 1–2 sentence career direction, (2) obtain actionable feedback on resume/LinkedIn and commit to at least 2 specific edits, and (3) secure at least 1 warm introduction or resource plus a confirmed follow-up date.","""Having a career""","Career Coach (mentor): guides with probing questions, provides labor-market insights, resources, and accountability.","Early-career Professional (mentee): shares background and constraints, asks targeted questions, commits to actions, and requests feedback/resources."
"{'Abbreviation': 'Looking young', 'Full label': '""Looking young""'}",Cooperation,"Cooperation is best suited because both agents must jointly design and commit to an actionable plan to achieve the shared goal of looking young. Their roles and measurable personal goals make success observable in conversation (e.g., constraints elicited, options proposed, commitments scheduled), enabling analysis of how dispositional tendencies (image-conscious vs. evidence-driven) and situational constraints (budget, time) shape behavior and attributions.","Co-create and commit to a simple, sustainable plan to look younger that fits my constraints: (a) daily routine of ≤3 steps taking ≤10 minutes; (b) total monthly spend ≤ $60; (c) two lifestyle commitments (e.g., consistent sun protection, regular sleep schedule); and (d) a follow-up check-in within 14 days. Success if, by conversation end, I clearly restate my constraints, select specific steps/lifestyle changes, and confirm a calendar date/time for follow-up.","Guide the client to a safe, evidence-based plan aligned with their constraints: (a) elicit skin history and constraints via ≥5 targeted questions; (b) present 2 tiered plan options (basic vs. enhanced) with pros/cons and estimated costs; (c) set realistic expectations (e.g., visible changes typically over 8–12 weeks); and (d) obtain explicit agreement and schedule a follow-up within 14 days. Success if I ask the questions, offer two options with trade-offs, state the timeline, and secure verbal commitment plus a calendar date.","""Looking young""","Image-conscious client with limited time and budget, seeking quick, practical improvements and reassurance before an upcoming social event.","Conservative, evidence-oriented aesthetic consultant (e.g., dermatologist/esthetician) focused on safety, feasibility, and adherence while co-designing the plan."
"{'Abbreviation': 'Wisdom', 'Full label': '""Having wisdom""'}",Cooperation,"Chosen to study how wisdom emerges through collaborative construction of principles and practices. Cooperation lets two agents with contrasting attribution biases (trait-focused vs situation-focused) jointly build an actionable model of wisdom, making success measurable by explicit agreements reached in conversation.","By conversation’s end, secure mutual agreement on at least 3 dispositional virtues (e.g., intellectual humility, prudence, perspective-taking) as core to wisdom; for each virtue, co-define one concrete behavioral indicator; and propose 1 daily practice per virtue that both agree to test.","By conversation’s end, secure mutual agreement on at least 3 context-sensitive heuristics (if–then rules) for wise action; for each heuristic, state one boundary condition and one real scenario of application; and negotiate inclusion of at least 2 of these heuristics into a shared 'Wisdom Playbook'.","""Having wisdom""",Dispositional Analyst (Virtue Scholar),Situational Strategist (Contextual Practitioner)
"{'Abbreviation': 'Being honest', 'Full label': '""Being honest , loyal , respectful , courteous , considerate with others""'}",Relationship Maintenance,"The shared goal emphasizes sustaining prosocial norms (honesty, loyalty, respect, courtesy, consideration) in an ongoing relationship. Relationship Maintenance best fits because it focuses on preserving and strengthening existing relational quality through concrete communicative behaviors.","As the Team Lead (Mentor), candidly address a recent lapse (missed status updates) while preserving trust: (a) clearly name one specific example of the lapse, (b) state two affirmations of respect/loyalty toward the teammate, (c) ask at least one open, collaborative question about constraints, and (d) co-create and agree on a check-in plan with two concrete elements (frequency and channel) by conversation’s end.","As the Team Member (Mentee), practice honesty, loyalty, courtesy, and consideration in response: (a) acknowledge responsibility and offer one sincere apology, (b) share one situational constraint without deflecting blame, (c) propose a remedy with a specific completion date plus two interim check-ins, and (d) restate the Team Lead’s expectations to confirm understanding and reaffirm commitment to the team.","""Being honest , loyal , respectful , courteous , considerate with others""",Team Lead (Mentor),Team Member (Mentee)
"{'Abbreviation': 'Being disciplined', 'Full label': '""Being disciplined , able to follow-through with projects I start , following my intentions with behavior""'}",Cooperation,"Cooperation is chosen because the shared goal—improving discipline and follow-through—benefits from two agents jointly building structures (plans, if-then strategies, and check-ins) that align intentions with behavior. The roles and measurable personal goals enable later evaluation and support attributional analysis of dispositional (conscientiousness) versus situational (accountability systems) influences.","By the end of the conversation, secure and record from Agent 2: (a) one prioritized project title; (b) three next actions each with a concrete date/time and context (implementation intention: 'When [cue] at [time/place], I will [action]'); (c) two if-then obstacle plans; and (d) a recurring check-in schedule with specific dates/times for the next 4 weeks.","By the end of the conversation, produce a feasible execution plan for one project that includes: (1) the project name; (2) a first milestone due within 7 days; (3) calendar-scheduled time blocks for three next actions; (4) one environment change that reduces friction (e.g., preparing materials the night before); and (5) an explicit agreement to weekly check-ins for 4 weeks.","""Being disciplined , able to follow-through with projects I start , following my intentions with behavior""",Accountability Partner (structure-focused planner and recorder),Project Owner (implementer responsible for execution and self-reporting)
"{'Abbreviation': 'Entertaining others', 'Full label': '""Amusing , entertaining others""'}",Cooperation,"The shared aim is to amuse and entertain others, which is best achieved through coordinated efforts. Choosing Cooperation emphasizes joint performance dynamics: one agent leads with humorous content while the other structures, amplifies, and connects it for the audience.","As Lead Comic/Storyteller: during the conversation, tell at least 2 distinct humorous anecdotes (2–4 sentences each); explicitly introduce the callback phrase 'banana hat' once; elicit at least 2 explicit positive reactions from the other agent (e.g., 'haha', 'lol', 'that’s funny').","As MC/Improv Foil: ask at least 3 playful, open-ended prompts; use at least 3 'yes, and' continuations that build on the Lead Comic’s material; incorporate the callback phrase 'banana hat' exactly once in a punchline; end with a closing line inviting the audience to react or share.","""Amusing , entertaining others""",Lead Comic and Storyteller (creates humorous content and plants callbacks),"MC and Improv Foil (structures the exchange, heightens jokes, and engages the audience)"
"{'Abbreviation': 'Exercising', 'Full label': '""Being physically active , exercising regularly""'}",Cooperation,"Cooperation best fits the shared goal of exercising regularly because both agents must coordinate actions and negotiate constraints. To probe attribution theory, one agent emphasizes dispositional explanations (habit/discipline) while the other emphasizes situational constraints (time/environment). Their evaluable personal goals require concrete commitments and explicit statements that reveal their attributional tendencies during negotiation.","By the end of the conversation, secure mutual commitment to a 4-week routine by achieving all of the following: (a) agree on 3 workout sessions per week with specific days/times and 25–35 minute durations; (b) have Agent 2 state two concrete if-then plans for likely obstacles (e.g., 'If I work late, then I will do a 20-minute home routine at 8pm'); (c) get Agent 2 to explicitly say, 'I commit to this plan'; (d) set a fixed weekly check-in time and channel.","By the end of the conversation, ensure the plan accommodates key constraints and situational supports by achieving all of the following: (a) no session starts before 8:00 a.m.; (b) weekday sessions are 30 minutes or less; (c) include one flexible 'swap' day each week; (d) agree on two environmental supports (e.g., laying out clothes the night before, meeting near daycare); (e) get Agent 1 to explicitly acknowledge situational barriers with a phrase like, 'Setbacks can come from circumstances, not just willpower.'","""Being physically active , exercising regularly""","Structure-Oriented Accountability Partner (disposition-focused): prioritizes habit formation, clear commitments, and personal discipline.",Context-Sensitive Barrier Analyst (situation-focused): prioritizes adapting the environment/schedule and normalizing situational constraints.
"{'Abbreviation': 'Exciting life', 'Full label': '""Having an exciting , stimulating life""'}",Cooperation,"Cooperation best fits because both agents must align preferences, constraints, and commitments to co-create a sustainable plan for an exciting, stimulating life. Complementary roles (idea-generation vs. feasibility-checking) promote coordinated action and make success verifiable by explicit agreements reached in conversation.","Secure explicit agreement to at least three novel activities for the next month—one high-adrenaline, one cultural, and one spontaneous micro-adventure—with provisional dates and a clear who-does-what task split for each.","Obtain Agent 1’s explicit acceptance of two constraints (total budget ≤ $300 for the month and no activities requiring formal certification), and ensure the final agreed set of activities and task assignments respect these constraints, with Agent 2 assigned to book at least two items.","""Having an exciting , stimulating life""","Adventure Promoter and Vision Builder—proposes bold options, frames benefits, and seeks concrete commitments.","Feasibility and Safety Coordinator—tests options against budget/time/safety, negotiates constraints, and finalizes actionable logistics."
"{'Abbreviation': 'Leader', 'Full label': '""Being a leader""'}",Identity Recognition,Identity Recognition best fits the shared goal of 'Being a leader' because leadership depends on others recognizing one’s role and decision rights. The personal goals are phrased to be objectively checkable in a conversation by looking for explicit acknowledgements and concrete agreements about authority boundaries.,"Secure, by the end of the conversation, an explicit verbal acknowledgement from Agent 2 that Agent 1 is the project lead for strategy, plus agreement on two concrete decision rights: (1) final say on the product roadmap and (2) ownership of external stakeholder communications.","Secure, by the end of the conversation, an explicit verbal acknowledgement from Agent 1 that Agent 2 is the technical lead, plus agreement on two concrete decision rights: (1) final say on system architecture and (2) authority to assign technical tasks within the team.","""Being a leader""",Prospective Project Lead focused on vision and stakeholder alignment (seeking recognition as strategic leader).,Senior Technical Lead focused on implementation and team execution (seeking recognition as technical leader).
"{'Abbreviation': 'Being better than others', 'Full label': '""Being better than others , beating others""'}",Competition,"Competition fits the shared goal of outperforming others. To probe attribution theory, Agent 1 frames superiority as stemming from internal qualities (skill/effort), while Agent 2 frames outcomes as driven by situational factors (luck/context). Their personal goals are stated as concrete, verifiable conversational outcomes (agreements, acknowledgments, commitments) to enable later evaluation.","By the end of the conversation, get the other agent to (1) agree on two specific comparative performance metrics (e.g., close rate and average deal size), (2) acknowledge that I lead them on both, and (3) agree that I should take the lead role in the upcoming flagship pitch.","By the end of the conversation, achieve at least two of the following: (1) get the other agent to acknowledge that their recent wins were aided by favorable territory/leads (situational factors), (2) shift the agreed comparison to two different metrics that favor me (e.g., upsell retention and sales cycle time) and obtain their agreement to those metrics, and/or (3) secure their commitment to a head-to-head A/B rotation for the flagship pitch instead of them taking sole lead.","""Being better than others , beating others""","Merit-Claiming Competitor (dispositional attributor) — emphasizes personal skill/effort, pushes for fixed, ability-focused criteria, and seeks explicit concessions.","Context-Highlighting Competitor (situational attributor) — probes contextual advantages, reframes criteria to neutralize the other’s edge, and negotiates for trial-based parity."
"{'Abbreviation': 'Teaching', 'Full label': '""Developing others (teaching , sharing knowledge)""'}",Cooperation,"Developing others through teaching and knowledge sharing benefits from coordinated effort between a knowledge provider and a knowledge seeker, so Cooperation is the most fitting category. The mentor and mentee roles structure turn-taking, guidance, and feedback, while the personal goals include clear, observable criteria for later evaluation.","As the mentor, guide the mentee through a short, focused lesson on a skill the mentee selects at the start; provide (1) a concise definition, (2) two concrete, real-world examples, and (3) one mini-exercise; confirm understanding by eliciting a three-sentence summary from the mentee and having them complete the mini-exercise correctly; success if both are completed without major correction and the mentee states one context where they will apply the skill.","As the mentee, identify a specific skill gap you want to address; request instruction; ask at least three clarifying questions; produce a three-sentence summary of what you learned; complete the mentor’s mini-exercise correctly; and commit to one concrete next step with a time frame for applying the skill; success if all elements are met within the conversation.","""Developing others (teaching , sharing knowledge)""",Mentor/Coach (knowledge provider),Mentee/Practitioner (knowledge seeker)
"{'Abbreviation': 'Being responsible', 'Full label': '""Being responsible , dependable""'}",Cooperation,"Being responsible and dependable in an interpersonal context is best operationalized through shared planning and mutual accountability, which aligns with Cooperation. To study attribution, Agent 1 embodies a dispositional tendency toward structure (planning) while Agent 2 emphasizes situational safeguards (monitoring), allowing us to observe how traits and context interact in pursuit of dependability.","By the end of the conversation, secure agreement on a task plan with at least three concrete deliverables, each having (a) a single named owner, (b) a due date, and (c) a clear definition of done, and confirm that this plan will be documented in a shared list.","By the end of the conversation, secure agreement on an accountability process that includes (a) a check-in frequency (e.g., weekly), (b) a simple progress update template (status, blockers, next step), and (c) a contingency/escalation rule for missed deadlines (e.g., if >24 hours late, notify and reassign backup).","""Being responsible , dependable""",Project Coordinator (Structured Planner),Accountability Partner (Risk Manager)
"{'Abbreviation': 'Being private', 'Full label': '""Keeping to myself being private""'}",Cooperation,"Chose Cooperation because maintaining privacy in a shared social context requires coordinated planning: one agent defines boundaries while the other supports and reinforces them to jointly achieve the shared goal of ""keeping to myself being private."" The personal goals are framed as concrete, checkable outcomes that can be verified within a conversation (e.g., enumerated boundaries, agreed scripts, clear signals, and exit plans).","As the privacy-seeking person, by the end of the conversation I will: (1) Clearly list at least 3 off-limits personal topics; (2) Identify 2 safe, non-personal small-talk topics I’m comfortable using; (3) Agree on a discrete help signal and what my partner will do when they see it; (4) Set a maximum time limit for the event and a specific exit plan.","As the supportive ally, by the end of the conversation I will: (1) Accurately repeat back and gain confirmation of the 3+ off-limits topics and 2 safe topics; (2) Propose and get approval for 2 neutral, scripted deflection phrases; (3) Obtain consent for a one-sentence public-facing summary I can use if questioned; (4) Agree on a check-in schedule and the exact steps I’ll take when I receive the help signal or when time limit is reached.","""Keeping to myself being private""",Boundary-Setter (privacy-focused individual who defines limits and acceptable topics),"Social Buffer/Gatekeeper (ally who deflects inquiries, reinforces boundaries, and manages social flow)"
